time_s,Ecell_V,I_mA,QDischarge_mA_h,soc,Temperature__C
895181.9520000005,4.1739,0.0,-0.0,1.0,40.078
895182.952,4.168800956022944,-166.02141491395793,0.04321223709369025,0.999990527606141,39.34079923518164
895183.9519999999,4.143914285714286,-1004.6714285714285,0.33285714285714285,0.9999270356230556,39.22414285714285
895184.951143,4.1234456,-1671.1829,0.79993,0.9998246503183073,39.224
895185.9518587175,4.102666933867736,-2352.744388777555,1.4281663326653309,0.9996869369671882,39.94446392785571
895186.952,4.091050049850448,-2696.6094715852437,2.1880159521435694,0.9995203731567175,40.063
895187.952,4.071484052156469,-3366.3774322968907,3.1414042126379136,0.9993113844601974,40.063
895188.952,4.0259353938185445,-5088.468394815553,4.453310069790628,0.9990238064540437,39.450652043868395
895189.952,4.079783567134268,-2807.753507014028,5.233246492985971,0.9988528394899995,39.348
895190.952,4.0716246,-3090.7914,6.0592999999999995,0.998671763371444,39.810461999999994
895191.952,4.010256,-5527.3888,7.7072400000000005,0.9983105245699879,39.887
895192.9519999999,4.012257142857143,-5293.299999999999,9.202857142857143,0.9979826758958111,39.887
895193.9519999999,4.054130360721443,-3496.823346693387,10.079799599198395,0.9977904445998449,39.60534068136272
895194.9519999999,4.063014670658682,-3824.1293413173653,10.73008982035928,0.9976478968978105,39.559
895195.952,4.032173973973975,-4484.237537537538,11.866586586586587,0.9973987696664243,39.559
895196.952,4.0615774,-3421.6888,12.64918,0.9972272202734314,39.50752000000001
895197.952,4.0526282,-3541.1818000000003,13.599419999999999,0.997018921695391,39.499
895198.952,4.0507148,-3530.4808000000003,14.572260000000002,0.9968056690553626,39.499
895199.952,4.022028228228228,-4670.727327327328,15.80933933933934,0.9965344934920235,39.84512012012012
895200.9519999999,4.102942814371257,-1394.2922355289422,16.195748502994014,0.9964497901756708,39.902
895201.952,4.103672927072927,-1581.7623576423575,16.53821178821179,0.9963747200719687,39.902
895202.9511431431,4.093945345345345,-1866.9191191191192,17.061271271271274,0.9962600621470743,39.42644444444444
895203.951,4.144891299999999,-110.06008000000006,17.011449999999996,0.9962709832827473,39.347
895204.9518587174,4.1350517034068135,-438.9743687374749,17.127394789579157,0.9962455674564292,39.347
895205.9519999999,4.187405500000001,1357.6728600000001,16.71191,0.996336644332657,39.986096
895206.952,4.131538661338661,-735.3567432567434,16.888861138861138,0.9962978555312938,40.091
895207.952,4.085415015015015,-2427.4579579579577,17.574144144144146,0.9961476371911318,39.30256756756757
895208.952,4.148337162837163,-27.458391608391587,17.5856043956044,0.9961451250320108,39.173
895209.952,4.109199099099099,-1512.8235735735736,18.016606606606608,0.9960506466395163,39.173
895210.952,4.1765779,944.0070999999999,17.76358,0.996106111661366,39.915175999999995
895211.9519999999,4.146993013972056,-192.99618762475052,17.82144710578842,0.9960934268282174,40.037
895212.952,4.157311399999999,176.33997000000002,17.74573,0.9961100244935115,40.037
895213.9519999999,4.1186355,-1245.48963,18.08994,0.9960345714989551,39.434529
895214.9519999999,4.147644244244244,-147.76404404404408,18.132842842842845,0.99602516692626,39.334
895215.952,4.138342857142857,-533.7114285714287,18.26714285714286,0.9959957275193633,39.334
895216.952,4.097587074148297,-2042.4929759519039,18.89110220440882,0.9958589517103145,39.83463226452906
895217.952,4.0498103,-3841.7609,19.96067,0.9956244957297841,39.917
895218.952,4.095260839160839,-1940.3583416583415,20.463256743256743,0.9955143255580778,39.917
895219.952,4.0066028,-5524.294,22.00434,0.9951765104260889,39.678476
895220.952,4.0842794,-2203.1878,22.73906,0.9950154551860886,39.639
895221.952,3.9803664,-6538.216199999999,24.424460000000003,0.994646004917284,39.639
895222.9511419999,4.0830366,-2108.8210000000004,24.99888,0.9945200884443952,39.594384
895223.9518580001,4.0011122,-5503.345800000001,26.5086,0.9941891483353292,39.587
895224.9511419999,3.9641228,-6969.717000000001,28.5518,0.9937412660585867,39.587
895225.9518588588,4.015681081081081,-4597.78078078078,29.85486486486486,0.9934556260534875,39.9064954954955
895226.952,4.0071080919080915,-4942.121578421578,31.22998001998002,0.9931541921720974,39.959
895227.951141141,4.096956756756756,-1230.832672672673,31.567417417417413,0.9930802237745728,39.35092792792793
895228.951859,4.073716800000001,-2236.5415300000004,32.21707,0.9929378158469208,39.251
895229.9511418582,4.049893906093906,-3217.1002997002997,33.075164835164834,0.9927497160679297,39.251
895230.951858,4.0754855999999995,-2151.4464000000003,33.66332,0.9926207887606157,39.986306
895231.952,4.0848378378378385,-1775.669069069069,34.18660660660661,0.9925060810488127,40.108
895232.952,4.1004607,-1190.9283000000003,34.5177,0.9924335032968317,40.108
895233.9519999999,4.1193069,-539.9123900000001,34.67167,0.9923997521054897,39.36067
895234.952,4.094882717282717,-1550.3704495504496,35.08474525474525,0.9923092034144358,39.238
895235.9519999999,4.0880857142857145,-1812.142857142857,35.57,0.9922028325255827,39.238
895236.952,4.085381462925851,-1909.2108216432866,36.12088176352705,0.9920820757820115,39.966192384769535
895237.9519999999,4.0828524999999996,-2008.1269000000002,36.672450000000005,0.9919611685592579,40.086
895238.9519999999,4.078731704885344,-2200.1519441674973,37.25529411764706,0.991833405466855,40.086
895239.952,4.076812136409227,-2234.378736208626,37.86373119358074,0.9917000322372035,39.497017051153456
895240.952,4.0737653,-2334.744,38.53412,0.9915530787990078,39.4
