time_s,Ecell_V,I_mA,QDischarge_mA_h,soc,Temperature__C
781809.726,4.177255263157895,0.0,0.0,1.0,24.517
781810.726900858,4.136320877025739,-395.4135843660629,0.2702573879885605,0.9999394980696373,24.863830314585318
781811.7261022044,4.109983567134269,-987.9050701402805,0.5603607214428857,0.9998745532708687,24.902
781812.726,4.0763705294705295,-1624.4561438561439,1.0206093906093907,0.9997715184079231,25.061684315684317
781813.7268961039,4.040361038961039,-2320.5298701298702,1.6524675324675324,0.9996300657076572,25.08
781814.7261031031,4.021621821821822,-2657.915515515516,2.383703703703704,0.9994663654653064,25.08
781815.726,3.9910454545454543,-3363.9623376623376,3.3202597402597402,0.9992567007137664,24.437493506493503
781816.726,3.9236871743486974,-5205.570541082165,4.748737474949899,0.9989369105275587,24.363
781817.7268971029,4.009429570429571,-2643.0436563436565,5.5010589410589406,0.9987684899663609,24.363
781818.726103896,3.992679220779221,-3091.0142857142855,6.340649350649351,0.9985805326976539,25.24745454545455
781819.726,3.9024113113113112,-5695.764864864865,7.8919419419419405,0.9982332482181099,25.35
781820.726,3.9092299401197605,-5316.726047904192,9.322245508982036,0.9979130492868074,25.35
781821.726,3.971614744232698,-3405.41073219659,10.313831494483452,0.9976910651009542,24.528610832497492
781822.726898,4.0222326,-2086.2128,10.9039,0.997558967755177,24.435
781823.7261037923,3.942149900199601,-4332.6303393213575,12.04441117764471,0.9973036440122766,24.435
781824.7259999999,3.9995,-2632.7056000000002,12.80616,0.9971331129694546,25.061304
781825.726,3.969361261261261,-3471.3454454454454,13.776896896896897,0.996915796223468,25.134
781826.7268978979,3.96508978978979,-3523.255855855856,14.733003003003002,0.9967017548406162,25.134
781827.7261046859,3.9221249252243267,-4759.686540378863,16.0655333998006,0.9964034441750939,24.70693519441675
781828.7268967936,4.052605511022044,-1184.10746492986,16.38935871743487,0.996330950109481,24.657
781829.7270000001,4.057625974025974,-1204.2176623376624,16.714675324675326,0.9962581221921257,24.95809090909091
781830.7261022043,4.035391583166333,-1788.2336673346695,17.225831663326655,0.9961436907405539,24.993
781831.726,4.1334862,371.96298000000013,17.13632,0.9961637295208498,24.993
781832.7268971029,4.108477622377623,-354.74456543456546,17.22765234765235,0.996143283147936,25.045031968031967
781833.7270000001,4.190677777777778,1107.2813213213212,16.844924924924925,0.9962289634989898,25.051
781834.727,4.100024475524475,-824.8522477522478,17.06913086913087,0.9961787710046265,25.051
781835.726103,4.020328,-2450.8019,17.763780000000004,0.9960232614229824,24.655423
781836.726,4.1315319,165.8871,17.73236,0.996030295349663,24.61
781837.726,4.058822222222222,-1544.3798798798798,18.150990990990987,0.9959365773453075,24.61
781838.726898,4.1847776,1078.8338,17.849780000000003,0.9960040087910751,25.124554
781839.726102,4.1318622000000005,-202.68686000000005,17.899799999999995,0.9959928109230749,25.183
781840.726,4.158279620379621,375.15293706293704,17.79337662337662,0.9960166356916386,25.183
781841.726,4.0806626999999995,-1242.44335,18.12983,0.995941314610079,24.570349
781842.726897,4.1334621,-3.699659999999966,18.13412,0.9959403542171616,24.5
781843.7261047903,4.113922754491019,-488.46350299401206,18.255329341317363,0.9959132193470208,24.5
781844.726,4.040222344689378,-2054.9699098196393,18.897755511022048,0.9957694008054744,25.208466933867737
781845.726,3.963031,-3920.8433,19.92979,0.995538361501614,25.29
781846.726,4.037886186186186,-1795.9501501501502,20.435075075075076,0.9954252444369777,24.550132132132134
781847.726,3.8989504,-5793.659,21.99762,0.9950754409221136,24.466
781848.726,4.0255106000000005,-1985.2599999999998,22.54716,0.9949524166042257,24.466
781849.726,3.8621102897102895,-6903.103796203797,24.536713286713287,0.9945070196613282,25.268907092907092
781850.726,4.026736336336336,-1838.8675675675677,25.056306306306308,0.9943906995084459,25.361
781851.726,3.8922423576423575,-5794.458441558442,26.6689010989011,0.9940296914391719,25.361
781852.726,3.845397897897898,-7155.63903903904,28.62783783783784,0.9935911485558627,24.51069069069069
781853.7268971028,3.9222112887112885,-4542.315484515484,29.915494505494504,0.9933028836739388,24.414
781854.7270000001,3.9057201201201197,-5045.464864864865,31.30603603603603,0.9929915861827827,24.414
781855.7270000001,4.048814800000001,-1021.9361799999999,31.59368,0.992927191957683,25.250037999999996
781856.7261028972,4.004845554445555,-2291.3716583416585,32.229000999001,0.9927849640351621,25.345
781857.726,3.9693754,-3263.6345999999994,33.14318,0.9925803087816311,25.345
781858.7268961038,4.010815584415584,-2083.248051948052,33.71493506493506,0.992452311225743,24.528649350649353
781859.7261031031,4.025417417417418,-1746.5856856856856,34.20947947947948,0.9923415986492887,24.434
781860.726,4.051616,-1128.5641000000003,34.520129999999995,0.9922720539966908,24.434
781861.7268961039,4.073228571428571,-1012.6064935064936,34.64857142857143,0.9922433000949937,25.265584415584414
781862.727,4.0387169169169175,-1632.5958958958959,35.08154154154155,0.9921463720227623,25.362
781863.727,4.0297459,-1784.4227,35.5785,0.9920351190195767,24.686559000000003
781864.727,4.024441141141142,-1889.3159159159159,36.07894894894895,0.9919230846079193,24.609
781865.7261046859,4.020050149551346,-1993.0440677966099,36.658235294117645,0.9917934010407973,24.609
781866.7259999999,4.016188766298896,-2098.786158475426,37.22270812437311,0.9916670337428597,25.17275125376128
781867.7259999999,4.0114896,-2211.8822000000005,37.85472,0.9915255466265513,25.237
781868.726,4.006783616383617,-2325.052047952048,38.49414585414585,0.991382399759087,25.237
781869.7268978979,4.0019003003003,-2442.023423423423,39.152612612612614,0.9912349902460172,24.823966966966967
781870.726102,4.000053,-2477.348,39.86656,0.991075160405894,24.777
